Order Customer Id,R_Value,F_Value,M_Value,R_Score,F_Score,M_Score,RFM_Score,RFM_Total_Score,Customer_Segmentation
8656,151,16,9137.12009229,2,1,1,211,4,Lost
8657,356,11,5941.749973499999,4,2,2,422,8,Promising
8658,177,25,8623.86014542,3,1,1,311,5,At Risk
8659,1049,2,304.24999995999997,4,3,3,433,10,Loyal Customers
8660,172,15,5984.35007063,3,2,2,322,7,Customers Needing Attention
8661,365,11,6055.01010126,4,2,1,421,7,Customers Needing Attention
8662,174,14,5410.3200000199995,3,2,2,322,7,Customers Needing Attention
8663,232,16,7542.859981490001,3,1,1,311,5,At Risk
8664,146,31,13038.05004529,2,1,1,211,4,Lost
8665,256,5,807.9399986999999,3,3,3,333,9,Recent Customers
8666,166,34,12918.57010842,3,1,1,311,5,At Risk
8667,210,13,3909.21002966,3,2,2,322,7,Customers Needing Attention
8668,167,20,6695.35004858,3,1,1,311,5,At Risk
8669,157,18,5311.180015579999,2,1,2,212,5,At Risk
8670,485,10,4319.7100219,4,2,2,422,8,Promising
8671,173,9,1673.6900026,3,2,3,323,8,Promising
8672,479,1,79.98999786,4,4,4,444,12,Champions
8673,153,16,8447.05996744,2,1,1,211,4,Lost
8674,151,25,10538.13993081,2,1,1,211,4,Lost
8675,207,23,9986.710002289998,3,1,1,311,5,At Risk
8676,198,16,7190.55997491,3,1,1,311,5,At Risk
8677,321,16,8243.6200011,4,1,1,411,6,Can't lose them
8678,214,19,8194.470005109999,3,1,1,311,5,At Risk
8679,190,15,8499.47999965,3,2,1,321,6,Can't lose them
8680,907,1,259.11000824999996,4,4,3,443,11,Champions
8681,124,25,12126.370010210001,2,1,1,211,4,Lost
8682,135,15,4002.7900350799996,2,2,2,222,6,Can't lose them
8683,513,15,6243.96998228,4,2,1,421,7,Customers Needing Attention
8684,265,19,6218.690051670001,3,1,1,311,5,At Risk
8685,187,17,3832.1799886999997,3,1,2,312,6,Can't lose them
8686,650,5,3228.7700195,4,3,2,432,9,Recent Customers
8687,319,19,4770.9100760599995,4,1,2,412,7,Customers Needing Attention
8688,462,21,6531.13009831,4,1,1,411,6,Can't lose them
8689,203,19,4694.86002744,3,1,2,312,6,Can't lose them
8690,337,3,579.4700164999999,4,3,3,433,10,Loyal Customers
8691,674,16,5904.829967430001,4,1,2,412,7,Customers Needing Attention
8692,231,24,10063.95005757,3,1,1,311,5,At Risk
8693,409,6,4062.6201019,4,3,2,432,9,Recent Customers
8694,352,14,5978.110126819999,4,2,2,422,8,Promising
8695,193,14,5777.49996958,3,2,2,322,7,Customers Needing Attention
8696,241,12,5221.25000778,3,2,2,322,7,Customers Needing Attention
8697,752,27,12488.1401096,4,1,1,411,6,Can't lose them
8698,271,12,4466.41008374,3,2,2,322,7,Customers Needing Attention
8699,209,11,4708.07003022,3,2,2,322,7,Customers Needing Attention
8700,198,12,5254.69998967,3,2,2,322,7,Customers Needing Attention
8701,148,15,7672.6300508799995,2,2,1,221,5,At Risk
8702,335,7,4163.2399371,4,3,2,432,9,Recent Customers
8703,403,10,3912.9000590200003,4,2,2,422,8,Promising
8704,125,24,9266.9400672,2,1,1,211,4,Lost
8705,525,8,1261.05001446,4,2,3,423,9,Recent Customers
8706,189,15,6010.89994472,3,2,1,321,6,Can't lose them
8707,253,18,8768.17006288,3,1,1,311,5,At Risk
8708,204,9,2930.2600020200002,3,2,2,322,7,Customers Needing Attention
8709,212,20,9194.31993903,3,1,1,311,5,At Risk
8710,640,5,2129.29996898,4,3,3,433,10,Loyal Customers
8711,180,10,4987.57005346,3,2,2,322,7,Customers Needing Attention
8712,134,18,5570.590072499999,2,1,2,212,5,At Risk
8713,215,6,4186.9499586,3,3,2,332,8,Promising
8714,390,9,1786.6900252599999,4,2,3,423,9,Recent Customers
8715,141,26,10014.75999447,2,1,1,211,4,Lost
8716,308,15,7396.3101465400005,4,2,1,421,7,Customers Needing Attention
8717,402,20,8128.95995981,4,1,1,411,6,Can't lose them
8718,128,18,8214.15999645,2,1,1,211,4,Lost
8719,176,27,13167.16017496,3,1,1,311,5,At Risk
8720,430,17,4592.73005286,4,1,2,412,7,Customers Needing Attention
8721,169,16,5534.3800273,3,1,2,312,6,Can't lose them
8722,506,17,8354.63011966,4,1,1,411,6,Can't lose them
8723,175,12,7982.96999206,3,2,1,321,6,Can't lose them
8724,310,15,7162.96997029,4,2,1,421,7,Customers Needing Attention
8725,188,14,6839.920063030001,3,2,1,321,6,Can't lose them
8726,183,14,5936.96000264,3,2,2,322,7,Customers Needing Attention
8727,154,8,1689.539997,2,2,3,223,7,Customers Needing Attention
8728,254,14,4509.12005234,3,2,2,322,7,Customers Needing Attention
8729,755,3,1288.28001399,4,3,3,433,10,Loyal Customers
8730,178,11,4500.4300614,3,2,2,322,7,Customers Needing Attention
8731,222,17,3638.14005674,3,1,2,312,6,Can't lose them
8732,241,21,6486.7900203399995,3,1,1,311,5,At Risk
8733,133,15,4971.530003060001,2,2,2,222,6,Can't lose them
8734,313,11,5271.080047320001,4,2,2,422,8,Promising
8735,614,6,2400.89998632,4,3,3,433,10,Loyal Customers
8736,477,5,1313.39003009,4,3,3,433,10,Loyal Customers
8737,439,17,4959.810100739999,4,1,2,412,7,Customers Needing Attention
8738,740,5,2297.42001724,4,3,3,433,10,Loyal Customers
8739,365,6,1852.1900500800002,4,3,3,433,10,Loyal Customers
8740,357,8,2699.83001728,4,2,2,422,8,Promising
8741,523,6,1988.8000183400002,4,3,3,433,10,Loyal Customers
8742,537,13,7887.470077619999,4,2,1,421,7,Customers Needing Attention
8743,219,13,6023.120029239999,3,2,1,321,6,Can't lose them
8744,548,10,6263.85998941,4,2,1,421,7,Customers Needing Attention
8745,200,18,8301.489983270001,3,1,1,311,5,At Risk
8746,258,10,8825.6499066,3,2,1,321,6,Can't lose them
8747,196,17,9723.15005133,3,1,1,311,5,At Risk
8748,696,6,2683.8399736399997,4,3,2,432,9,Recent Customers
8749,300,18,8537.919955939999,3,1,1,311,5,At Risk
8750,672,10,2644.18002306,4,2,2,422,8,Promising
8751,681,6,2001.55997104,4,3,3,433,10,Loyal Customers
8752,797,6,4191.99008204,4,3,2,432,9,Recent Customers
8753,400,12,5851.03993261,4,2,2,422,8,Promising
8754,212,28,6452.9900700200005,3,1,1,311,5,At Risk
8755,221,22,8317.10007867,3,1,1,311,5,At Risk
8756,383,10,6424.40995796,4,2,1,421,7,Customers Needing Attention
8757,254,29,11514.290042690001,3,1,1,311,5,At Risk
8758,284,16,6730.79998049,3,1,1,311,5,At Risk
8759,382,15,3893.5200346599995,4,2,2,422,8,Promising
8760,230,11,4095.65011775,3,2,2,322,7,Customers Needing Attention
8761,316,12,5559.290061659999,4,2,2,422,8,Promising
8762,224,8,3846.74006636,3,2,2,322,7,Customers Needing Attention
8763,122,23,8557.38001243,2,1,1,211,4,Lost
8764,218,12,2593.1800501699995,3,2,2,322,7,Customers Needing Attention
8765,317,8,1548.1200256799998,4,2,3,423,9,Recent Customers
8766,134,38,20264.59006223,2,1,1,211,4,Lost
8767,167,11,6463.78005986,3,2,1,321,6,Can't lose them
8768,139,18,7867.440109379999,2,1,1,211,4,Lost
8769,122,21,8083.069972699998,2,1,1,211,4,Lost
8770,170,12,6991.7700039599995,3,2,1,321,6,Can't lose them
8771,350,9,4258.36997437,4,2,2,422,8,Promising
8772,322,14,7415.610075539999,4,2,1,421,7,Customers Needing Attention
8773,202,13,6164.469932800001,3,2,1,321,6,Can't lose them
8774,462,10,5678.099982979999,4,2,2,422,8,Promising
8775,171,22,7794.9100459500005,3,1,1,311,5,At Risk
8776,585,11,4734.76002472,4,2,2,422,8,Promising
8777,417,18,6494.30008672,4,1,1,411,6,Can't lose them
8779,232,14,6092.170017099999,3,2,1,321,6,Can't lose them
8780,241,7,2138.2100028,3,3,3,333,9,Recent Customers
8781,232,22,10003.99012351,3,1,1,311,5,At Risk
8782,449,13,5154.38999192,4,2,2,422,8,Promising
8783,904,2,691.8900146,4,3,3,433,10,Loyal Customers
8784,239,20,8365.77013173,3,1,1,311,5,At Risk
8785,496,11,3562.7100981799995,4,2,2,422,8,Promising
8786,152,21,5262.1500358,2,1,2,212,5,At Risk
8787,235,22,9905.12001774,3,1,1,311,5,At Risk
8788,165,21,8356.07011757,3,1,1,311,5,At Risk
8789,183,20,6077.86009626,3,1,1,311,5,At Risk
8790,346,23,11795.75004238,4,1,1,411,6,Can't lose them
8791,127,19,9015.79988112,2,1,1,211,4,Lost
8792,212,21,8836.76010088,3,1,1,311,5,At Risk
8793,406,6,2033.45003516,4,3,3,433,10,Loyal Customers
8794,875,3,1193.0099945000002,4,3,3,433,10,Loyal Customers
8795,819,2,445.89999386,4,3,3,433,10,Loyal Customers
8796,166,25,7949.5500867499995,3,1,1,311,5,At Risk
8797,173,8,2009.7800063199998,3,2,3,323,8,Promising
8798,957,2,509.9700165,4,3,3,433,10,Loyal Customers
8799,158,8,1856.9800109400003,2,2,3,223,7,Customers Needing Attention
8800,157,27,14465.860098550002,2,1,1,211,4,Lost
8801,310,7,1545.0800065600001,4,3,3,433,10,Loyal Customers
8802,138,10,3363.22997668,2,2,2,222,6,Can't lose them
8803,161,16,8195.00005712,3,1,1,311,5,At Risk
8804,138,10,5395.889991819999,2,2,2,222,6,Can't lose them
8805,243,18,5823.370010619999,3,1,2,312,6,Can't lose them
8806,136,19,11160.6501004,2,1,1,211,4,Lost
8807,282,11,3799.90007028,3,2,2,322,7,Customers Needing Attention
8808,299,26,10211.670135740002,3,1,1,311,5,At Risk
8809,429,5,1085.02996458,4,3,3,433,10,Loyal Customers
8810,260,13,5789.10996285,3,2,2,322,7,Customers Needing Attention
8811,322,20,5996.7000044199995,4,1,2,412,7,Customers Needing Attention
8812,142,26,16125.30013336,2,1,1,211,4,Lost
8813,573,2,1149.34001942,4,3,3,433,10,Loyal Customers
8814,122,22,7277.6300526899995,2,1,1,211,4,Lost
8815,201,15,6613.10999692,3,2,1,321,6,Can't lose them
8816,166,7,1429.68000041,3,3,3,333,9,Recent Customers
8817,123,25,14432.360118860002,2,1,1,211,4,Lost
8818,194,12,5059.74008186,3,2,2,322,7,Customers Needing Attention
8819,248,18,5419.140053100001,3,1,2,312,6,Can't lose them
8820,180,31,11415.51000954,3,1,1,311,5,At Risk
8821,766,11,6866.8501132,4,2,1,421,7,Customers Needing Attention
8822,147,5,2075.3799821,2,3,3,233,8,Promising
8823,228,14,2703.0699920600005,3,2,2,322,7,Customers Needing Attention
8824,269,8,5600.23007587,3,2,2,322,7,Customers Needing Attention
8825,422,5,1697.12002968,4,3,3,433,10,Loyal Customers
8826,418,5,3464.7000731999997,4,3,2,432,9,Recent Customers
8827,671,14,6129.000137020001,4,2,1,421,7,Customers Needing Attention
8828,742,6,3706.3000257000003,4,3,2,432,9,Recent Customers
8829,419,15,7061.759994559999,4,2,1,421,7,Customers Needing Attention
8830,158,7,2045.8600120400001,2,3,3,233,8,Promising
8831,271,10,3941.5700529100004,3,2,2,322,7,Customers Needing Attention
8832,328,9,2814.1100693199996,4,2,2,422,8,Promising
8833,128,12,4359.07998047,2,2,2,222,6,Can't lose them
8834,149,18,6572.819999939999,2,1,1,211,4,Lost
8835,239,14,4470.65000167,3,2,2,322,7,Customers Needing Attention
8836,232,12,4867.890030109999,3,2,2,322,7,Customers Needing Attention
8837,695,8,1820.49003221,4,2,3,423,9,Recent Customers
8838,260,11,5582.370101560001,3,2,2,322,7,Customers Needing Attention
8839,257,18,11763.880222339998,3,1,1,311,5,At Risk
8840,247,12,5870.400111999999,3,2,2,322,7,Customers Needing Attention
8841,143,17,5585.2999838900005,2,1,2,212,5,At Risk
8842,349,9,4000.16004942,4,2,2,422,8,Promising
8843,183,11,5381.25994926,3,2,2,322,7,Customers Needing Attention
8844,250,15,5524.790107839999,3,2,2,322,7,Customers Needing Attention
8845,168,23,12543.080177689999,3,1,1,311,5,At Risk
8846,1004,4,845.1200180200001,4,3,3,433,10,Loyal Customers
8847,204,28,13771.089989,3,1,1,311,5,At Risk
8848,627,11,4098.2200697,4,2,2,422,8,Promising
8849,191,22,8068.580097030001,3,1,1,311,5,At Risk
8850,449,14,5727.7801358399975,4,2,2,422,8,Promising
8851,252,16,7327.450069359999,3,1,1,311,5,At Risk
8852,124,7,1525.17998485,2,3,3,233,8,Promising
8853,121,22,8047.8700067,2,1,1,211,4,Lost
8854,263,9,3635.8400076800003,3,2,2,322,7,Customers Needing Attention
8855,587,3,853.10001557,4,3,3,433,10,Loyal Customers
8856,461,4,2395.5100405000003,4,3,3,433,10,Loyal Customers
8857,328,8,3804.8500746400005,4,2,2,422,8,Promising
8858,330,10,4560.11009234,4,2,2,422,8,Promising
8859,324,3,547.2600174199999,4,3,3,433,10,Loyal Customers
8860,157,12,5403.85010539,2,2,2,222,6,Can't lose them
8861,132,32,15011.310073890001,2,1,1,211,4,Lost
8862,489,3,322.36000062,4,3,3,433,10,Loyal Customers
8863,655,12,4913.34011798,4,2,2,422,8,Promising
8864,424,17,10387.77000635,4,1,1,411,6,Can't lose them
8865,165,14,9945.22010026,3,2,1,321,6,Can't lose them
8866,304,10,4711.2400591,3,2,2,322,7,Customers Needing Attention
8867,129,14,6657.919998299998,2,2,1,221,5,At Risk
8868,162,15,6718.52999916,3,2,1,321,6,Can't lose them
8869,359,29,11913.02010358,4,1,1,411,6,Can't lose them
8870,230,18,8712.86008841,3,1,1,311,5,At Risk
8871,308,18,6514.0600587,4,1,1,411,6,Can't lose them
8872,123,2,1505.62996692,2,3,3,233,8,Promising
8873,154,16,6281.2099308199995,2,1,1,211,4,Lost
8874,821,4,2108.6200254,4,3,3,433,10,Loyal Customers
8875,351,20,6758.53000817,4,1,1,411,6,Can't lose them
8876,454,11,3639.4200937800006,4,2,2,422,8,Promising
8877,244,2,868.6200258,3,3,3,333,9,Recent Customers
8878,297,4,1292.8000108,3,3,3,333,9,Recent Customers
8879,598,2,844.2700308799999,4,3,3,433,10,Loyal Customers
8880,379,10,6167.230110199999,4,2,1,421,7,Customers Needing Attention
8881,291,13,8319.20999505,3,2,1,321,6,Can't lose them
8883,141,18,8652.16996792,2,1,1,211,4,Lost
8884,262,12,5388.279953159999,3,2,2,322,7,Customers Needing Attention
8885,201,17,6640.9400560799995,3,1,1,311,5,At Risk
8886,157,7,2171.01004793,2,3,3,233,8,Promising
8887,157,14,4482.04998791,2,2,2,222,6,Can't lose them
8888,604,8,5334.81008146,4,2,2,422,8,Promising
8889,252,27,7811.109973799999,3,1,1,311,5,At Risk
8890,542,18,6354.06000914,4,1,1,411,6,Can't lose them
8891,574,10,2226.88003152,4,2,3,423,9,Recent Customers
8892,215,27,9582.35003719,3,1,1,311,5,At Risk
8893,313,8,1621.98001855,4,2,3,423,9,Recent Customers
8894,388,11,4514.77999877,4,2,2,422,8,Promising
8895,314,26,14865.200020359998,4,1,1,411,6,Can't lose them
8896,168,11,4017.5600205200003,3,2,2,322,7,Customers Needing Attention
8897,129,13,4594.819995940001,2,2,2,222,6,Can't lose them
8898,128,22,8271.70005414,2,1,1,211,4,Lost
8899,165,11,4206.6699638,3,2,2,322,7,Customers Needing Attention
8900,464,3,1225.3899994,4,3,3,433,10,Loyal Customers
8901,600,5,1364.6300200199998,4,3,3,433,10,Loyal Customers
8902,352,21,6126.680114789999,4,1,1,411,6,Can't lose them
8903,226,13,6973.31998784,3,2,1,321,6,Can't lose them
8904,328,12,5341.65008892,4,2,2,422,8,Promising
8905,132,20,8674.8299523,2,1,1,211,4,Lost
8906,356,18,7235.02000464,4,1,1,411,6,Can't lose them
8907,354,6,1144.85001372,4,3,3,433,10,Loyal Customers
8908,227,12,6368.75015986,3,2,1,321,6,Can't lose them
8909,193,1,44.0,3,4,4,344,11,Champions
8910,256,14,3100.2900315599995,3,2,2,322,7,Customers Needing Attention
8911,410,13,6685.480066290001,4,2,1,421,7,Customers Needing Attention
8912,139,15,5171.82006434,2,2,2,222,6,Can't lose them
8913,429,8,3669.75000012,4,2,2,422,8,Promising
8914,165,16,7183.0300330400005,3,1,1,311,5,At Risk
8915,249,21,10930.420016830001,3,1,1,311,5,At Risk
8916,687,6,2441.67004764,4,3,3,433,10,Loyal Customers
8917,152,28,13313.34999164,2,1,1,211,4,Lost
8918,655,12,5330.590019279999,4,2,2,422,8,Promising
8919,343,27,9582.66007632,4,1,1,411,6,Can't lose them
8920,195,30,13280.289997599999,3,1,1,311,5,At Risk
8921,324,16,5767.74007006,4,1,2,412,7,Customers Needing Attention
8922,404,6,4664.6101077,4,3,2,432,9,Recent Customers
8923,390,4,1183.0200041,4,3,3,433,10,Loyal Customers
8924,489,11,4224.5200006,4,2,2,422,8,Promising
8925,242,10,3166.86000828,3,2,2,322,7,Customers Needing Attention
8926,228,14,7957.540061599999,3,2,1,321,6,Can't lose them
8927,474,16,6312.540024059999,4,1,1,411,6,Can't lose them
8928,504,4,1320.2999992799998,4,3,3,433,10,Loyal Customers
8929,127,28,8361.85003997,2,1,1,211,4,Lost
8930,237,31,9767.519959130002,3,1,1,311,5,At Risk
8931,584,4,951.45001986,4,3,3,433,10,Loyal Customers
8932,185,24,7849.05002244,3,1,1,311,5,At Risk
8933,173,17,8778.19999737,3,1,1,311,5,At Risk
8934,504,14,2798.4300120299995,4,2,2,422,8,Promising
8935,302,19,5225.26014331,3,1,2,312,6,Can't lose them
8936,333,18,8328.329986629999,4,1,1,411,6,Can't lose them
8937,168,2,1123.0000304,3,3,3,333,9,Recent Customers
8938,366,20,9402.059974939999,4,1,1,411,6,Can't lose them
8939,212,10,2182.17003638,3,2,3,323,8,Promising
8940,222,8,2783.67998492,3,2,2,322,7,Customers Needing Attention
8941,148,17,6916.29010501,2,1,1,211,4,Lost
8942,572,20,7506.2900279199985,4,1,1,411,6,Can't lose them
8943,468,7,1349.7300166699997,4,3,3,433,10,Loyal Customers
8944,159,16,6847.77005756,2,1,1,211,4,Lost
8945,614,7,4363.4600222,4,3,2,432,9,Recent Customers
8946,397,8,3721.2300643199997,4,2,2,422,8,Promising
8947,563,8,2698.7000273500003,4,2,2,422,8,Promising
8948,211,20,12934.400230059999,3,1,1,311,5,At Risk
8949,158,23,9180.790125059999,2,1,1,211,4,Lost
8950,216,19,8228.91001162,3,1,1,311,5,At Risk
8951,241,10,3150.1399650599997,3,2,2,322,7,Customers Needing Attention
8952,126,7,3513.08007052,2,3,2,232,7,Customers Needing Attention
8953,463,16,6548.32000793,4,1,1,411,6,Can't lose them
8954,209,30,11586.970092900001,3,1,1,311,5,At Risk
8955,415,9,2377.4600218799997,4,2,3,423,9,Recent Customers
8956,142,9,1954.32003408,2,2,3,223,7,Customers Needing Attention
8957,197,13,6469.7599623,3,2,1,321,6,Can't lose them
8958,168,10,4522.7099535199995,3,2,2,322,7,Customers Needing Attention
8959,410,16,5996.9001347,4,1,2,412,7,Customers Needing Attention
8960,227,16,4129.58004002,3,1,2,312,6,Can't lose them
8961,898,13,5905.350120420001,4,2,2,422,8,Promising
8962,183,19,12769.33012774,3,1,1,311,5,At Risk
8963,184,23,7702.200052349998,3,1,1,311,5,At Risk
8964,258,26,14154.22018816,3,1,1,311,5,At Risk
8965,181,18,10057.499931889999,3,1,1,311,5,At Risk
8966,529,7,2885.45996862,4,3,2,432,9,Recent Customers
8967,198,14,4684.779979770001,3,2,2,322,7,Customers Needing Attention
8968,166,6,3424.2500157,3,3,2,332,8,Promising
8969,288,19,6369.62001585,3,1,1,311,5,At Risk
8970,509,3,518.4000015199999,4,3,3,433,10,Loyal Customers
8971,385,24,13213.10000683,4,1,1,411,6,Can't lose them
8972,199,19,8599.64002266,3,1,1,311,5,At Risk
8973,436,5,1348.30003362,4,3,3,433,10,Loyal Customers
8974,471,22,9449.540054439998,4,1,1,411,6,Can't lose them
8975,259,16,6669.2901572499995,3,1,1,311,5,At Risk
8976,161,15,8658.5000613,3,2,1,321,6,Can't lose them
8977,364,15,7394.960096659998,4,2,1,421,7,Customers Needing Attention
8978,229,15,7783.70003683,3,2,1,321,6,Can't lose them
8979,271,13,5205.31993716,3,2,2,322,7,Customers Needing Attention
8980,288,1,293.980011,3,4,3,343,10,Loyal Customers
8981,170,27,10054.19997779,3,1,1,311,5,At Risk
8982,425,5,597.52999888,4,3,3,433,10,Loyal Customers
8983,177,12,3865.0300446399997,3,2,2,322,7,Customers Needing Attention
8984,160,14,4909.58004368,3,2,2,322,7,Customers Needing Attention
8985,204,1,391.980011,3,4,3,343,10,Loyal Customers
8986,330,29,14461.62020542,4,1,1,411,6,Can't lose them
8987,268,25,6342.25013912,3,1,1,311,5,At Risk
8988,236,18,12344.570095829999,3,1,1,311,5,At Risk
8989,287,19,12442.350051959998,3,1,1,311,5,At Risk
8990,262,17,6226.39998998,3,1,1,311,5,At Risk
8991,231,17,7557.829979100001,3,1,1,311,5,At Risk
8992,260,8,6644.49000944,3,2,1,321,6,Can't lose them
8993,222,21,8975.680029120002,3,1,1,311,5,At Risk
8994,149,16,4554.090022910001,2,1,2,212,5,At Risk
8995,242,23,11076.5600589,3,1,1,311,5,At Risk
8996,700,2,837.7199708,4,3,3,433,10,Loyal Customers
8997,509,12,4095.2900692800004,4,2,2,422,8,Promising
8998,288,16,5872.04000455,3,1,2,312,6,Can't lose them
8999,408,22,7669.710029439999,4,1,1,411,6,Can't lose them
9000,210,19,8084.090011029999,3,1,1,311,5,At Risk
9001,124,22,7401.170030479999,2,1,1,211,4,Lost
9002,152,22,9260.570049429998,2,1,1,211,4,Lost
9003,192,21,9949.4399531,3,1,1,311,5,At Risk
9004,128,13,3814.45001226,2,2,2,222,6,Can't lose them
9005,464,16,9866.91022866,4,1,1,411,6,Can't lose them
9006,510,8,3579.5000763999997,4,2,2,422,8,Promising
9007,340,10,3171.11004616,4,2,2,422,8,Promising
9008,171,9,4680.949997199999,3,2,2,322,7,Customers Needing Attention
9009,133,20,10287.13999226,2,1,1,211,4,Lost
9010,228,11,4205.64006383,3,2,2,322,7,Customers Needing Attention
9011,144,16,4899.270076729999,2,1,2,212,5,At Risk
9012,131,16,5701.84007286,2,1,2,212,5,At Risk
9013,277,12,7240.240032379999,3,2,1,321,6,Can't lose them
9014,505,5,1598.67996593,4,3,3,433,10,Loyal Customers
9015,133,7,1924.14998616,2,3,3,233,8,Promising
9016,148,5,1294.350006,2,3,3,233,8,Promising
9017,140,20,8802.640098659998,2,1,1,211,4,Lost
9018,321,26,12876.14007938,4,1,1,411,6,Can't lose them
9019,156,20,10916.0700268,2,1,1,211,4,Lost
9020,428,14,4328.260040210001,4,2,2,422,8,Promising
9021,986,2,327.3800049,4,3,3,433,10,Loyal Customers
9022,303,10,4092.43998719,3,2,2,322,7,Customers Needing Attention
9023,219,21,6496.20005997,3,1,1,311,5,At Risk
9024,884,2,485.9599914,4,3,3,433,10,Loyal Customers
9025,649,1,391.34999070000003,4,4,3,443,11,Champions
9026,853,11,3841.81002457,4,2,2,422,8,Promising
9027,383,2,855.0599973999999,4,3,3,433,10,Loyal Customers
9028,337,19,9140.370010139999,4,1,1,411,6,Can't lose them
9029,159,10,4908.4700468,2,2,2,222,6,Can't lose them
9030,374,14,4962.509998580001,4,2,2,422,8,Promising
9031,198,17,7070.76015265,3,1,1,311,5,At Risk
9032,487,16,4126.14003334,4,1,2,412,7,Customers Needing Attention
9033,967,6,2105.23003383,4,3,3,433,10,Loyal Customers
9034,170,11,3304.4700239800004,3,2,2,322,7,Customers Needing Attention
9035,290,15,6522.8899286000005,3,2,1,321,6,Can't lose them
9036,288,9,4054.85998171,3,2,2,322,7,Customers Needing Attention
9037,122,13,4705.67999643,2,2,2,222,6,Can't lose them
9038,125,18,8074.240051659999,2,1,1,211,4,Lost
9039,537,28,11959.50007653,4,1,1,411,6,Can't lose them
9040,289,14,5195.22000126,3,2,2,322,7,Customers Needing Attention
9041,234,5,1072.25000772,3,3,3,333,9,Recent Customers
9042,205,9,3698.31996172,3,2,2,322,7,Customers Needing Attention
9043,241,15,5295.530055790001,3,2,2,322,7,Customers Needing Attention
9044,810,8,3400.2399821599997,4,2,2,422,8,Promising
9045,273,10,3532.8500365,3,2,2,322,7,Customers Needing Attention
9046,258,8,2646.83003988,3,2,2,322,7,Customers Needing Attention
9047,126,20,12335.910205519998,2,1,1,211,4,Lost
9048,143,15,7645.82000729,2,2,1,221,5,At Risk
9049,198,14,4727.92000172,3,2,2,322,7,Customers Needing Attention
9050,327,11,3866.5100398599993,4,2,2,422,8,Promising
9051,139,8,2880.7600478599998,2,2,2,222,6,Can't lose them
9052,480,13,4426.6600571,4,2,2,422,8,Promising
9053,295,28,13173.740135580001,3,1,1,311,5,At Risk
9054,1019,3,701.45001986,4,3,3,433,10,Loyal Customers
9055,458,18,6517.59001944,4,1,1,411,6,Can't lose them
9056,169,25,7886.0900538000005,3,1,1,311,5,At Risk
9057,484,16,7857.160064419999,4,1,1,411,6,Can't lose them
9058,145,24,11016.07012136,2,1,1,211,4,Lost
9059,443,9,2830.46006,4,2,2,422,8,Promising
9061,183,19,4146.26005923,3,1,2,312,6,Can't lose them
9062,219,13,4784.650024160001,3,2,2,322,7,Customers Needing Attention
9063,774,12,6022.54001556,4,2,1,421,7,Customers Needing Attention
9064,270,11,4446.4799655199995,3,2,2,322,7,Customers Needing Attention
9065,319,15,7256.200034879999,4,2,1,421,7,Customers Needing Attention
9066,525,4,866.30001072,4,3,3,433,10,Loyal Customers
9067,252,3,673.9600067,3,3,3,333,9,Recent Customers
9068,341,19,9089.410148439998,4,1,1,411,6,Can't lose them
9069,520,12,3427.9500046999997,4,2,2,422,8,Promising
9070,346,14,4569.37007484,4,2,2,422,8,Promising
9071,374,17,6993.63003529,4,1,1,411,6,Can't lose them
9072,131,12,6102.970008280001,2,2,1,221,5,At Risk
9073,168,32,14358.89005672,3,1,1,311,5,At Risk
9074,440,22,11093.260082330002,4,1,1,411,6,Can't lose them
9075,274,10,4064.29996519,3,2,2,322,7,Customers Needing Attention
9076,153,12,2757.5200231500003,2,2,2,222,6,Can't lose them
9077,409,25,12409.42000968,4,1,1,411,6,Can't lose them
9078,412,11,4468.360004239999,4,2,2,422,8,Promising
9079,480,12,3714.6600198399997,4,2,2,422,8,Promising
9080,211,22,8846.16002604,3,1,1,311,5,At Risk
9081,191,7,4754.2500078,3,3,2,332,8,Promising
9082,391,11,5467.31999996,4,2,2,422,8,Promising
9083,247,17,7297.1401670800005,3,1,1,311,5,At Risk
9084,232,15,5142.760063329999,3,2,2,322,7,Customers Needing Attention
9085,252,12,6216.47006202,3,2,1,321,6,Can't lose them
9086,184,15,6576.75996065,3,2,1,321,6,Can't lose them
9087,303,14,5282.109996890001,3,2,2,322,7,Customers Needing Attention
9088,412,11,4372.189998590001,4,2,2,422,8,Promising
9089,448,19,6148.330049730001,4,1,1,411,6,Can't lose them
9090,162,9,1938.5700263600002,3,2,3,323,8,Promising
9091,168,13,5163.32999798,3,2,2,322,7,Customers Needing Attention
9092,693,15,5584.970035769999,4,2,2,422,8,Promising
9093,314,21,9829.14001301,4,1,1,411,6,Can't lose them
9094,127,8,4149.6699906,2,2,2,222,6,Can't lose them
9095,451,17,4611.3300204100005,4,1,2,412,7,Customers Needing Attention
9096,239,19,9457.150161419999,3,1,1,311,5,At Risk
9097,467,13,6161.900146739999,4,2,1,421,7,Customers Needing Attention
9098,229,21,5432.66003977,3,1,2,312,6,Can't lose them
9099,144,8,1668.13000482,2,2,3,223,7,Customers Needing Attention
9100,124,19,7634.139957380001,2,1,1,211,4,Lost
9101,545,2,312.75999446000003,4,3,3,433,10,Loyal Customers
9102,299,9,2784.6100386200005,3,2,2,322,7,Customers Needing Attention
9103,173,30,10384.68000076,3,1,1,311,5,At Risk
9104,253,17,8475.11002348,3,1,1,311,5,At Risk
9105,460,9,2586.23002998,4,2,2,422,8,Promising
